Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      69/85796       std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [627]
-----------------------------------------------
                0.00    0.00      69/69          std::_Rb_tree<std::pair<int, std::pair<int, int> >, std::pair<std::pair<int, std::pair<int, int> > const, int>, std::_Select1st<std::pair<std::pair<int, std::pair<int, int> > const, int> >, std::less<std::pair<int, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, std::pair<int, int> > const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::pair<int, std::pair<int, int> > const, int> >, std::pair<int, std::pair<int, int> > const&) [1414]
[2240]   0.0    0.00    0.00      69         std::_Rb_tree<std::pair<int, std::pair<int, int> >, std::pair<std::pair<int, std::pair<int, int> > const, int>, std::_Select1st<std::pair<std::pair<int, std::pair<int, int> > const, int> >, std::less<std::pair<int, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, std::pair<int, int> > const, int> > >::_M_get_insert_unique_pos(std::pair<int, std::pair<int, int> > const&) [2240]
                0.00    0.00      69/2634        std::_Rb_tree<std::pair<int, std::pair<int, int> >, std::pair<std::pair<int, std::pair<int, int> > const, int>, std::_Select1st<std::pair<std::pair<int, std::pair<int, int> > const, int> >, std::less<std::pair<int, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, std::pair<int, int> > const, int> > >::_M_begin() [1212]
                0.00    0.00      69/4287        std::_Rb_tree<std::pair<int, std::pair<int, int> >, std::pair<std::pair<int, std::pair<int, int> > const, int>, std::_Select1st<std::pair<std::pair<int, std::pair<int, int> > const, int> >, std::less<std::pair<int, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, std::pair<int, int> > const, int> > >::_M_end() [1173]
                0.00    0.00      69/7579        std::_Rb_tree_iterator<std::pair<std::pair<int, std::pair<int, int> > const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [1049]
                0.00    0.00      69/581         std::_Rb_tree<std::pair<int, std::pair<int, int> >, std::pair<std::pair<int, std::pair<int, int> > const, int>, std::_Select1st<std::pair<std::pair<int, std::pair<int, int> > const, int> >, std::less<std::pair<int, std::pair<int, int> > >, std::allocator<std::pair<std::pair<int, std::pair<int, int> > const, int> > >::begin() [1518]
                0.00    0.00      69/2117        std::operator==(std::_Rb_tree_iterator<std::pair<std::pair<int, std::pair<int, int> > const, int> > const&, std::_Rb_tree_iterator<std::pair<std::pair<int, std::pair<int, int> > const, int> > const&) [1244]
                0.00    0.00      69/69          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, int> >*&, std::_Rb_tree_node_base*&) [2239]
-----------------------------------------------
                0.00    0.00      69/69          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, int> >*&, std::_Rb_tree_node_base*&) [2239]
[2241]   0.0    0.00    0.00      69         std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, int> >*& std::forward<std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, int> >*&>::type&) [2241]
-----------------------------------------------
                0.00    0.00      67/67          main [5]
[2242]   0.0    0.00    0.00      67         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [2242]
                0.00    0.00  121128/166850      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [542]
-----------------------------------------------
                0.00    0.00      67/67          std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, unsigned int const&) [487]
[2243]   0.0    0.00    0.00      67         std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::size() const [2243]
-----------------------------------------------
                0.00    0.00      65/65          ns3::Ptr<ns3::Node> ns3::CompleteConstruct<ns3::Node>(ns3::Node*) [258]
[2244]   0.0    0.00    0.00      65         ns3::Ptr<ns3::Node>::Ptr(ns3::Node*, bool) [2244]
-----------------------------------------------
                0.00    0.00      65/65          std::allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::allocator() [2250]
[2245]   0.0    0.00    0.00      65         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::new_allocator() [2245]
-----------------------------------------------
                0.00    0.00      65/65          std::allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::~allocator() [2251]
[2246]   0.0    0.00    0.00      65         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::~new_allocator() [2246]
-----------------------------------------------
                0.00    0.00      65/65          void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > > >::construct<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >&, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >*, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [2254]
[2247]   0.0    0.00    0.00      65         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::construct<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >*, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [2247]
                0.00    0.00      65/312601      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [520]
                0.00    0.00      65/88530       std::tuple<unsigned int const&>&& std::forward<std::tuple<unsigned int const&> >(std::remove_reference<std::tuple<unsigned int const&> >::type&) [624]
                0.00    0.00      65/21060       std::tuple<unsigned int const&>::tuple(std::tuple<unsigned int const&>&&) [807]
                0.00    0.00      65/312601      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [521]
                0.00    0.00      65/204537      operator new(unsigned long, void*) [538]
                0.00    0.00      65/65          std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >::pair<unsigned int const&>(std::piecewise_construct_t, std::tuple<unsigned int const&>, std::tuple<>) [2256]
-----------------------------------------------
                0.00    0.00      65/65          main [5]
[2248]   0.0    0.00    0.00      65         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [2248]
-----------------------------------------------
                0.00    0.00      65/65          main [5]
[2249]   0.0    0.00    0.00      65         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [2249]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree_impl<std::less<ns3::Ptr<ns3::Node> >, true>::_Rb_tree_impl() [2259]
[2250]   0.0    0.00    0.00      65         std::allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::allocator() [2250]
                0.00    0.00      65/65          __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::new_allocator() [2245]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree_impl<std::less<ns3::Ptr<ns3::Node> >, true>::~_Rb_tree_impl() [2260]
[2251]   0.0    0.00    0.00      65         std::allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::~allocator() [2251]
                0.00    0.00      65/65          __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::~new_allocator() [2246]
-----------------------------------------------
                0.00    0.00      65/65          std::unordered_map<unsigned long, double, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, double> > >::end() [2253]
[2252]   0.0    0.00    0.00      65         std::_Hashtable<unsigned long, std::pair<unsigned long const, double>, std::allocator<std::pair<unsigned long const, double> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [2252]
                0.00    0.00      65/138         std::__detail::_Node_iterator<std::pair<unsigned long const, double>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<unsigned long const, double>, false>*) [1952]
-----------------------------------------------
                0.00    0.00      65/65          SetupNetwork(void (*)(_IO_FILE*, ns3::Ptr<ns3::RdmaQueuePair>), void (*)(_IO_FILE*, ns3::Ptr<ns3::RdmaQueuePair>)) [11]
[2253]   0.0    0.00    0.00      65         std::unordered_map<unsigned long, double, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, double> > >::end() [2253]
                0.00    0.00      65/65          std::_Hashtable<unsigned long, std::pair<unsigned long const, double>, std::allocator<std::pair<unsigned long const, double> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [2252]
-----------------------------------------------
                0.00    0.00      65/65          void std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >*, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [2265]
[2254]   0.0    0.00    0.00      65         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > > >::construct<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >&, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >*, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [2254]
                0.00    0.00      65/312601      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [521]
                0.00    0.00      65/88530       std::tuple<unsigned int const&>&& std::forward<std::tuple<unsigned int const&> >(std::remove_reference<std::tuple<unsigned int const&> >::type&) [624]
                0.00    0.00      65/312601      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [520]
                0.00    0.00      65/65          void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::construct<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >*, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [2247]
-----------------------------------------------
                0.00    0.00      65/65          CalculateRoute(ns3::Ptr<ns3::Node>) [53]
[2255]   0.0    0.00    0.00      65         std::map<ns3::Ptr<ns3::Node>, int, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::map() [2255]
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree() [2263]
-----------------------------------------------
                0.00    0.00      65/65          void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::construct<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >*, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [2247]
[2256]   0.0    0.00    0.00      65         std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >::pair<unsigned int const&>(std::piecewise_construct_t, std::tuple<unsigned int const&>, std::tuple<>) [2256]
                0.00    0.00      65/65          std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >::pair<unsigned int const&, 0ul>(std::tuple<unsigned int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [2257]
-----------------------------------------------
                0.00    0.00      65/65          std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >::pair<unsigned int const&>(std::piecewise_construct_t, std::tuple<unsigned int const&>, std::tuple<>) [2256]
[2257]   0.0    0.00    0.00      65         std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >::pair<unsigned int const&, 0ul>(std::tuple<unsigned int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [2257]
                0.00    0.00      65/21060       std::tuple_element<0ul, std::tuple<unsigned int const&> >::type& std::get<0ul, unsigned int const&>(std::tuple<unsigned int const&>&) [809]
                0.00    0.00      65/21060       unsigned int const& std::forward<unsigned int const&>(std::remove_reference<unsigned int const&>::type&) [810]
                0.00    0.00      65/195         std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > >::map() [1908]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_M_get_insert_unique_pos(ns3::Ptr<ns3::Node> const&) [2261]
[2258]   0.0    0.00    0.00      65         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> >*&, std::_Rb_tree_node_base*&) [2258]
                0.00    0.00      65/65          std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> >*& std::forward<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> >*&>::type&) [2268]
                0.00    0.00      65/85796       std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [627]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree() [2263]
[2259]   0.0    0.00    0.00      65         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree_impl<std::less<ns3::Ptr<ns3::Node> >, true>::_Rb_tree_impl() [2259]
                0.00    0.00      65/65          std::allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::allocator() [2250]
                0.00    0.00      65/850         std::_Rb_tree_key_compare<std::less<ns3::Ptr<ns3::Node> > >::_Rb_tree_key_compare() [1417]
                0.00    0.00      65/2738        std::_Rb_tree_header::_Rb_tree_header() [1207]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::~_Rb_tree() [309]
[2260]   0.0    0.00    0.00      65         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree_impl<std::less<ns3::Ptr<ns3::Node> >, true>::~_Rb_tree_impl() [2260]
                0.00    0.00      65/65          std::allocator<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> > >::~allocator() [2251]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<ns3::Ptr<ns3::Node> const, int> >, ns3::Ptr<ns3::Node> const&) [416]
[2261]   0.0    0.00    0.00      65         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_M_get_insert_unique_pos(ns3::Ptr<ns3::Node> const&) [2261]
                0.00    0.00      65/13514       std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_M_begin() [917]
                0.00    0.00      65/21121       std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_M_end() [806]
                0.00    0.00      65/44313       std::_Rb_tree_iterator<std::pair<ns3::Ptr<ns3::Node> const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [687]
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::begin() [2262]
                0.00    0.00      65/17867       std::operator==(std::_Rb_tree_iterator<std::pair<ns3::Ptr<ns3::Node> const, int> > const&, std::_Rb_tree_iterator<std::pair<ns3::Ptr<ns3::Node> const, int> > const&) [823]
                0.00    0.00      65/65          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, int> >*&, std::_Rb_tree_node_base*&) [2258]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_M_get_insert_unique_pos(ns3::Ptr<ns3::Node> const&) [2261]
[2262]   0.0    0.00    0.00      65         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::begin() [2262]
                0.00    0.00      65/44313       std::_Rb_tree_iterator<std::pair<ns3::Ptr<ns3::Node> const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [687]
-----------------------------------------------
                0.00    0.00      65/65          std::map<ns3::Ptr<ns3::Node>, int, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::map() [2255]
[2263]   0.0    0.00    0.00      65         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree() [2263]
                0.00    0.00      65/65          std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, int>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, int> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, int> > >::_Rb_tree_impl<std::less<ns3::Ptr<ns3::Node> >, true>::_Rb_tree_impl() [2259]
-----------------------------------------------
                0.00    0.00      65/65          std::_Rb_tree_iterator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [497]
[2264]   0.0    0.00    0.00      65         std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >* std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [2264]
